timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
222721949121,37,3,-21,-39,-8,1,36,74
222721969942,-40,-29,-56,-17,-18,-10,-56,-43
222721969942,10,2,-15,-11,55,9,19,-15
222721971465,32,7,26,32,-7,21,17,100
222721971465,18,30,21,65,40,5,9,1
222721983556,31,7,10,-21,14,-38,-62,-38
222721983556,-28,-27,-24,-32,-28,24,10,-18
222721992439,17,7,0,-2,7,-28,0,-31
222721992439,-46,-10,-3,1,16,14,-34,-3
222722007299,-7,-5,7,-7,-3,-10,15,-2
222722007299,-4,-7,-22,-40,-51,-17,1,-15
222722008971,10,-4,-11,-1,28,18,76,33
222722008971,6,-3,6,-17,-5,-17,-48,-41
222722029787,-3,31,20,13,-20,-31,-110,-82
222722029787,-1,7,-1,10,-7,-29,7,26
222722031416,37,23,24,33,17,27,47,-3
222722031416,-57,-54,-21,-15,-22,-60,-25,-34
222722043540,17,-44,-36,-16,-8,62,39,19
222722043540,74,10,-20,-13,-7,1,0,-9
222722052495,106,59,42,47,34,-5,-16,-20
222722052495,-69,-18,-2,-15,-18,7,30,20
222722067454,32,-7,-12,-34,-34,9,53,-3
222722067454,-38,-4,4,8,16,-1,-36,38
222722068986,13,-46,-25,-41,-43,-92,-71,-38
222722068986,27,13,-11,9,22,-30,36,10
222722089958,16,57,33,34,41,17,37,22
222722089958,-72,-36,-15,-9,2,11,22,-6
222722091437,-99,-62,-27,-50,-51,-7,-24,-79
222722091437,111,21,8,5,3,-8,-23,20
222722103616,-10,-4,-10,-6,-10,-20,-29,4
222722103616,127,50,17,25,0,-4,46,50
222722112442,13,63,34,63,61,30,-15,54
222722112442,-61,-61,-12,-3,-36,13,-25,-63
222722127445,-18,-32,-27,-23,-26,-47,15,-19
222722127445,34,6,-6,3,13,6,-9,19
222722129098,-16,7,3,8,4,4,20,-77
222722129098,71,54,28,55,69,36,14,33
222722149790,8,5,11,48,19,-30,-3,12
222722149790,-110,-68,-51,-116,-121,-32,-49,-76
222722151471,54,10,7,35,22,-5,5,33
222722151471,28,31,5,-10,-15,9,2,28
222722163469,-39,14,21,43,78,65,46,-6
222722163469,-17,-19,0,3,-33,-6,-21,-24
222722172453,22,-1,-7,-19,-15,-33,-4,55
222722172453,-16,1,-4,-4,17,43,-17,-39
222722187413,-22,-19,-17,-20,-28,-21,5,5
222722187413,-12,-11,-1,22,30,5,0,-15
222722188985,1,12,9,-2,1,22,31,38
222722188985,-8,-7,-2,-10,-32,-31,37,61
222722210341,-61,-13,-7,-7,8,12,-26,-79
222722210341,47,12,0,3,-4,-11,8,43
222722216016,-43,-35,-9,-10,-11,4,-19,-26
222722216016,38,46,7,-6,8,5,20,16
222722223442,-5,-32,-7,-3,8,-5,-6,3
222722223442,-12,10,3,10,2,20,2,-26
222722232516,25,-25,-11,-15,-16,-4,-7,-4
222722232516,10,11,1,-15,10,-13,-9,-16
222722246819,-4,13,7,-2,-25,-3,8,27
222722246819,9,-2,0,-10,-14,2,-7,-16
222722253557,-32,1,3,5,17,11,17,-28
222722253557,16,11,6,2,-6,5,-15,-7
222722269901,-10,15,16,17,26,36,18,20
222722269901,15,-30,-13,7,16,-38,-37,-24
222722271474,67,12,-3,-15,-32,9,38,57
222722271474,-21,-20,-10,-5,0,-7,-21,-4
222722293733,29,7,-2,-9,-16,3,9,30
222722293733,-28,18,9,15,15,2,4,-14
222722295382,-39,-4,1,-2,3,0,5,-24
222722295382,50,1,-5,0,-6,13,6,1
222722307313,23,24,17,17,20,-26,-27,92
222722307313,-45,-29,-18,-22,-7,0,11,-63
222722317764,-23,-17,-11,-5,-8,-9,-22,-7
222722317764,17,10,2,0,-25,-6,-4,41
222722331114,-63,-10,-3,-3,6,4,4,-31
222722331114,47,19,13,38,70,33,33,14
222722332678,-1,4,-2,-44,-77,9,-1,-5
222722332678,-46,-5,4,5,11,-18,-21,-15
222722352246,91,-11,-23,-32,-39,-26,-15,20
222722352246,1,6,3,10,12,-2,-12,-47
222722353871,-13,4,5,18,34,22,10,1
222722353871,-5,17,10,3,9,11,6,3
222722366696,33,-5,0,-2,-3,-7,-3,-4
222722366696,-32,-24,-6,-10,-19,-3,-6,12
222722373583,70,22,6,10,20,4,0,8
222722373583,24,-8,-3,-9,-10,-13,-2,35
222722389829,2,6,-4,7,3,-3,-13,-49
222722389829,-31,-2,-3,-11,-16,1,3,30
222722391481,-23,-12,-6,-2,2,-18,-18,-21
222722391481,-15,3,4,8,9,34,54,-9
222722413001,64,-1,-4,-7,3,1,3,9
222722413001,-29,-3,-1,-7,-23,-19,-1,24
222722414572,5,-1,1,9,36,-12,-12,-21
222722414572,-38,-14,-9,-8,-33,7,5,-5
222722427352,30,10,5,1,6,-10,5,15
222722427352,0,0,2,-9,-12,0,-10,-20
222722428894,-17,-6,0,14,34,2,-10,-4
222722428894,12,-3,-5,-13,-13,-12,-2,-18
222722449809,-28,0,1,-6,-31,13,13,-32
222722449809,16,7,3,7,16,-5,-6,37
222722451438,-19,-9,-2,6,-2,3,7,19
222722451438,15,-13,-13,-9,-3,-5,-23,-76
222722463609,-93,-19,-5,-2,8,0,-14,-11
222722463609,33,12,0,1,-2,1,12,34
222722472443,12,9,1,0,-11,-23,-20,33
222722472443,-8,-3,-5,-1,6,2,-7,39
222722486737,15,-8,-4,-4,-4,6,31,9
222722486737,-9,10,5,5,1,3,-2,8
222722493559,1,0,1,-3,-10,0,9,-9
222722493559,16,5,3,0,1,-4,-24,6
222722509801,-27,-1,-2,0,-5,-3,0,-11
222722509801,40,16,8,6,1,-2,9,34
222722511404,-26,-19,-7,-17,-13,10,-27,-28
222722511404,27,-12,-10,-7,0,-9,-12,17
222722532391,-2,2,0,2,7,22,16,20
222722532391,3,-2,-2,0,4,-11,-30,-19
222722534000,17,7,3,2,0,2,5,34
222722534000,-73,-6,0,-1,3,-5,-9,-66
222722547423,41,-5,-3,-2,0,4,0,10
222722547423,23,5,0,-1,-2,-2,3,18
222722549006,-19,13,7,3,0,24,31,23
222722549006,-18,-21,-7,-2,0,-18,-10,6
222722569878,26,3,-6,-3,-1,-7,7,7
222722569878,-20,-2,1,0,-2,15,8,-12
222722571372,-20,-5,-3,-4,-7,-11,-5,-1
222722571372,22,12,9,10,15,7,3,5
222722592462,-20,1,1,-2,-2,-3,-22,-24
222722592462,14,-4,-1,-1,-3,-7,9,6
222722594100,17,2,-5,-6,-15,19,26,-10
222722594100,-40,-1,1,0,8,-4,16,-13
222722606586,19,-6,-7,-3,1,-1,-7,5
222722606586,0,-2,-3,-2,3,-2,-4,-4
222722613535,-35,-7,0,3,12,-4,-5,-7
222722613535,39,2,-2,0,-9,2,13,15
222722637470,-35,1,5,3,-1,6,0,0
222722637470,21,1,-2,-4,-1,-4,-9,-21
222722638984,8,-4,-2,0,-3,-8,-13,-24
222722638984,-17,-4,0,-1,-3,2,-7,-6
222722652504,-3,8,2,2,-1,0,4,-10
222722652504,2,7,5,2,-1,7,17,18
222722654079,-42,-17,-6,-4,-4,2,4,-8
222722654079,53,-11,-12,-8,-2,-10,-28,23
222722666794,7,-2,0,0,-1,-11,-1,-16
222722666794,-12,-3,-4,-3,-8,-7,-2,-2
222722681099,23,13,5,4,5,-2,2,-11
222722681099,-6,0,1,3,3,10,3,32
222722689830,3,2,4,8,11,-14,-28,17
222722689830,6,-5,-4,-4,-10,4,2,1
222722691419,-1,-2,-5,-12,-15,-10,-6,16
222722691419,16,8,0,-2,-2,9,2,-2
222722712685,-35,-16,-8,-4,6,-7,7,0
222722712685,-38,-9,-2,2,-15,-6,-4,-17
222722718486,11,-6,-4,2,7,-11,-17,-24
222722718486,4,6,4,2,-2,-2,2,-6
222722726764,9,7,4,0,-5,6,6,5
222722726764,8,-1,-3,-3,9,6,7,-17
222722733437,-9,-2,-2,-1,-1,-6,-4,1
222722733437,-10,10,2,1,-4,3,8,14
222722749799,-1,-4,2,3,1,5,-3,-34
222722749799,64,5,-3,-3,0,-7,-12,10
222722751720,-37,-11,-5,-2,-2,-5,-2,15
222722751720,7,3,5,6,3,14,8,-20
222722774291,4,-2,-5,-5,-8,-17,-19,2
222722774291,-2,8,4,1,3,6,10,30
222722777737,26,4,-1,-2,1,9,8,-41
222722777737,-22,-5,2,-1,-1,-15,-16,-9
222722795039,-20,-4,-1,-2,-3,3,8,6
222722795039,5,-4,-3,-1,-8,1,3,-5
222722796641,14,13,3,7,8,8,-2,13
222722796641,-2,-8,-5,-2,-4,-13,11,0
222722809899,36,-18,-10,-12,-9,3,9,-10
222722809899,-6,6,1,12,23,-10,-23,-3
222722811558,2,-3,-3,-17,-31,-13,-10,10
222722811558,6,7,-1,1,-12,0,4,-13
222722832238,-9,1,-1,3,1,0,5,0
222722832238,-19,-5,-5,-8,-7,4,6,-8
222722833856,5,-2,-1,3,5,-6,-4,1
222722833856,-15,-4,-3,-1,2,1,-8,-12
222722846614,-27,5,4,1,1,0,-2,9
222722846614,10,-14,-7,-4,-7,12,22,13
222722853433,24,-1,-6,-3,0,-23,-29,-5
222722853433,9,-1,-4,-3,-2,-2,2,11
222722869958,-11,-1,0,2,2,1,-3,6
222722869958,-15,5,2,-1,1,-4,-6,-13
222722871486,2,0,2,3,2,3,7,8
222722871486,6,0,-2,-1,1,1,2,0
222722899862,2,4,2,1,-3,-3,-6,4
222722899862,-10,1,2,0,-2,-3,-1,-11
222722900588,3,0,0,1,3,7,9,7
222722900588,-3,-7,-2,2,0,2,-10,4
222722905999,-27,-3,-2,-3,-4,-7,-3,6
222722905999,8,-1,-1,2,3,-13,-24,14
222722914227,-6,2,1,0,3,-1,-7,8
222722914227,-1,0,-2,-2,0,3,5,20
222722929178,-7,-5,-1,-3,-3,16,8,-35
222722929178,-9,2,3,3,2,5,-1,19
222722929843,18,-1,-5,-4,-2,-4,-4,-38
222722929843,-4,0,0,-1,0,-4,-8,4
222722959768,-12,-3,-2,-5,-5,2,-1,1
222722959768,-16,-1,0,-1,0,-4,1,-7
222722960625,37,-1,-2,-1,1,3,6,17
222722960625,-13,-4,-1,-2,-2,2,-3,-31
222722965986,5,3,1,2,0,-7,-5,-2
222722965986,-8,2,-1,0,0,-1,-1,-12
222722974212,-29,-7,-1,0,0,0,3,8
222722974212,6,6,0,-2,-1,-4,4,3
222722989232,7,-1,0,0,-1,2,2,6
222722989232,-30,-5,-1,-2,-2,-2,3,1
222722989893,0,-7,-5,-2,-2,2,0,-12
222722989893,14,6,6,4,2,-4,-4,-6
222723011596,-34,-5,0,1,-1,-2,5,-5
222723011596,1,3,1,-1,1,2,0,-20
222723012413,-18,1,1,0,3,12,22,-3
222723012413,-40,-14,-8,-5,-8,-11,-18,-4
222723025987,11,1,-2,2,2,3,-22,16
222723025987,23,-1,-2,-2,-1,-7,-5,5
222723034091,-23,-1,-3,0,1,3,7,2
222723034091,24,8,2,0,2,3,7,2
222723049091,3,-3,-1,-1,-1,-4,2,-2
222723049091,2,-2,-4,-3,-2,-1,2,-4
222723050047,-3,1,3,2,-2,3,-2,29
222723050047,-15,1,0,-4,-3,-9,-9,-49
222723071603,15,-4,-3,-1,-1,-4,0,15
222723071603,-9,1,1,-1,-2,17,9,-4
222723072381,48,-5,-5,-3,-4,-20,-10,5
222723072381,-14,-4,-4,-3,-2,-2,-1,4
222723086103,-4,8,2,0,0,3,8,-5
222723086103,15,-6,-2,0,-3,-5,-4,-4
222723094084,-14,3,3,3,1,3,-5,-26
222723094084,2,-1,1,0,1,3,-3,19
222723109167,29,1,-2,-1,-2,-6,-4,9
222723109167,-16,-4,-2,-2,0,0,2,-18
222723109907,-27,-4,-3,-2,0,-1,-4,5
222723109907,36,0,1,2,1,-8,-2,8
222723139957,-8,2,-2,-7,-4,9,18,-3
222723139957,2,-1,4,4,1,-14,-10,13
222723140543,-25,-4,-3,-3,-1,-1,-6,-24
222723140543,3,0,-2,-1,1,0,2,1
222723154804,-11,-3,-1,-3,-1,-4,-3,-3
222723154804,-3,3,0,-2,-2,2,2,-3
222723155592,11,2,1,0,0,0,-1,2
222723155592,-39,-14,-5,-4,-2,0,5,0
222723169194,24,5,2,2,-1,-10,3,8
222723169194,-14,-4,-2,-2,-4,-4,-8,-19
222723169878,7,3,1,-1,-1,-3,-3,3
222723169878,-10,1,0,-1,0,1,-3,-12
222723192080,10,4,1,2,3,2,-1,16
222723192080,10,0,-1,1,0,-1,3,3
222723199176,-9,-8,-7,-6,-5,0,-1,6
222723199176,6,1,-3,-3,-3,9,10,9
222723214932,-34,1,4,-1,1,-4,-5,-28
222723214932,39,4,-2,0,3,-2,-16,28
222723215592,2,-1,2,2,0,-3,-5,-4
222723215592,1,-4,-3,0,1,2,2,9
222723237292,9,1,1,1,1,3,-4,-10
222723237292,-9,-1,-1,-2,-2,-12,-5,4
222723238061,-4,-2,-1,-2,-2,6,0,-17
222723238061,3,0,-2,-3,-1,-2,2,2
222723251702,2,-1,-2,0,-1,0,4,-8
222723251702,-18,3,3,2,2,19,10,-9
222723252395,44,2,-1,0,-1,-18,-17,6
222723252395,-17,-2,2,2,0,1,1,2
